0.49655,0.60854,0.19389,0.81212,0.20927,0.75402,0.10345,0.17147,0.94135,0.97047,0.56573,0.043062,0.41099,0.67725,0.23228,0.64103,0.3048,0.33277,0.46978,0.49663,0.0052012,0.21171,0.60875,0.55147,0.66008,0.48989,0.77844,0.66572,0.14861,0.72012,0.72761,0.78953,0.1423,0.16415,0.27729,0.20306,0.69359,0.9746,0.1116,0.84328,0.20574,0.90851,0.65086,0.51961,0.95252,0.19918,0.80229,0.057628,0.66697,0.47739,0.99197,0.40704,0.40555,0.28469,0.3129,0.040609,0.31686,0.80736,0.26474,0.29417
0.89977,0.01576,0.90481,0.61011,0.45509,0.66316,0.15734,0.13067,0.32986,0.48692,0.6119,0.37094,0.42479,0.58618,0.31788,0.99591,0.81384,0.29242,0.5058,0.0070242,0.75994,0.85109,0.20935,0.0065176,0.28606,0.15512,0.92803,0.59773,0.77329,0.9388,0.25853,0.89956,0.40784,0.77705,0.77644,0.41763,0.27506,0.40218,0.39428,0.2426,0.0948,0.89309,0.86174,0.8871,0.92743,0.12094,0.38185,0.94249,0.63104,0.38669,0.63378,0.19048,0.89839,0.66317,0.17399,0.53522,0.017552,0.42214,0.97395,0.62922
0.82163,0.016355,0.56921,0.70149,0.081074,0.88349,0.40751,0.21878,0.70449,0.81747,0.10298,0.6933,0.95429,0.06497,0.78879,0.49954,0.68209,0.40248,0.68839,0.31619,0.30868,0.74297,0.99773,0.12569,0.96138,0.65115,0.72622,0.40453,0.51991,0.0082237,0.46951,0.0021782,0.77815,0.56014,0.70798,0.20397,0.46215,0.51544,0.85327,0.36997,0.22074,0.61481,0.18302,0.24216,0.46929,0.40135,0.28686,0.52709,0.63212,0.24338,0.016806,0.24611,0.30248,0.7502,0.10116,0.23914,0.96802,0.68015,0.72007,0.45625
0.64491,0.19007,0.63179,0.092196,0.85112,0.27216,0.40776,0.10548,0.94343,0.64157,0.15832,0.93582,0.88142,0.87921,0.63444,0.43005,0.88244,0.034112,0.19287,0.73842,0.71526,0.40507,0.016762,0.05578,0.57656,0.727,0.095381,0.13403,0.58672,0.58168,0.85751,0.51634,0.16277,0.66511,0.60292,0.68558,0.64315,0.51014,0.73934,0.96465,0.16001,0.13772,0.055751,0.036707,0.31566,0.067299,0.99134,0.88451,0.11203,0.59929,0.51555,0.93165,0.66835,0.10845,0.029022,0.54842,0.84326,0.6619,0.33219,0.67055
0.81797,0.58692,0.23441,0.42489,0.56205,0.41943,0.052693,0.14143,0.58159,0.30635,0.41365,0.47758,0.69859,0.48791,0.65978,0.82917,0.081799,0.28747,0.27357,0.79034,0.080948,0.30504,0.43963,0.76267,0.96663,0.0036745,0.4493,0.30196,0.51898,0.55635,0.83341,0.62443,0.026206,0.87356,0.039419,0.83105,0.03745,0.59353,0.76248,0.46906,0.6404,0.86745,0.32316,0.018541,0.39072,0.97995,0.52779,0.73365,0.79135,0.84064,0.40522,0.10679,0.77108,0.34366,0.36055,0.52376,0.86842,0.93721,0.76617,0.10498
0.66023,0.057581,0.54878,0.37558,0.3193,0.21299,0.94182,0.45697,0.88015,0.66093,0.56041,0.1291,0.3054,0.89148,0.53758,0.1167,0.49483,0.21962,0.92633,0.40028,0.84588,0.47419,0.1484,0.071402,0.51392,0.90914,0.97661,0.46033,0.14057,0.68938,0.47598,0.26519,0.85135,0.60983,0.84568,0.28437,0.89467,0.36774,0.23546,0.53293,0.64073,0.43026,0.18034,0.19765,0.13461,0.57863,0.35297,0.086605,0.091888,0.6605,0.24875,0.010077,0.68645,0.87835,0.0073672,0.86051,0.15088,0.97182,0.49915,0.5737
0.34197,0.36757,0.93158,0.16615,0.3749,0.0356,0.14997,0.78813,0.74961,0.35802,0.26868,0.48383,0.82933,0.76229,0.91922,0.59868,0.43033,0.56593,0.23474,0.39989,0.71838,0.14474,0.62145,0.71823,0.86422,0.66186,0.96894,0.50328,0.31592,0.76095,0.34013,0.39898,0.25293,0.93884,0.22974,0.37204,0.96599,0.11226,0.75703,0.054038,0.24897,0.78833,0.62547,0.21064,0.14956,0.014277,0.45106,0.71067,0.3377,0.65376,0.35541,0.1364,0.73963,0.063558,0.5792,0.066129,0.062407,0.63752,0.45252,0.0010104
0.28973,0.63145,0.3352,0.83315,0.8678,0.081164,0.38437,0.28106,0.37962,0.9382,0.78425,0.9456,0.9706,0.6553,0.78051,0.22122,0.34546,0.87009,0.12798,0.25169,0.87039,0.49434,0.75437,0.14041,0.22533,0.04964,0.64527,0.76294,0.86128,0.82429,0.54221,0.97763,0.39516,0.28557,0.49506,0.55678,0.19458,0.60874,0.23216,0.62228,0.12654,0.94401,0.49755,0.92442,0.93833,0.68428,0.93843,0.518,0.84776,0.74685,0.0082458,0.46219,0.19235,0.73585,0.92332,0.12385,0.75399,0.18499,0.63053,0.73288
0.34119,0.71763,0.65553,0.83864,0.37218,0.85057,0.31106,0.22479,0.72556,0.48767,0.38787,0.36774,0.3001,0.97148,0.32671,0.39868,0.91366,0.25499,0.41262,0.091912,0.87216,0.53012,0.2806,0.6157,0.24346,0.45222,0.092747,0.94428,0.43345,0.52769,0.5615,0.30371,0.68729,0.7649,0.030064,0.33792,0.15394,0.52743,0.46086,0.66518,0.81493,0.75318,0.71793,0.56524,0.64034,0.81742,0.19027,0.72298,0.9491,0.094756,0.21736,0.093664,0.68897,0.25361,0.20155,0.98928,0.62966,0.18524,0.015904,0.4957
0.53408,0.69267,0.3919,0.45161,0.07369,0.3402,0.16853,0.90887,0.1628,0.09099,0.030984,0.32849,0.99806,0.17114,0.73875,0.30115,0.16017,0.59181,0.63472,0.6022,0.76156,0.51024,0.52718,0.47151,0.89883,0.16409,0.77204,0.64985,0.05947,0.34151,0.92522,0.56676,0.87099,0.14933,0.64795,0.90304,0.21779,0.50725,0.03538,0.75953,0.61431,0.72715,0.056851,0.88523,0.47484,0.86901,0.36741,0.89321,0.20328,0.095234,0.39754,0.31647,0.12612,0.48226,0.9325,0.34412,0.43299,0.66047,0.64386,0.49109
0.72711,0.084079,0.62731,0.9566,0.19984,0.46615,0.89665,0.0073288,0.9562,0.67383,0.5855,0.77288,0.44075,0.13597,0.43773,0.63354,0.38787,0.52269,0.18155,0.83245,0.66946,0.22747,0.31244,0.51035,0.7092,0.47068,0.40397,0.94637,0.88586,0.068288,0.27439,0.21612,0.68098,0.61937,0.40044,0.23446,0.55475,0.14065,0.52422,0.67551,0.51418,0.65848,0.11908,0.33959,0.26162,0.33241,0.079287,0.39635,0.65286,0.90971,0.97203,0.51371,0.95958,0.71532,0.61565,0.97574,0.17591,0.43829,0.51271,0.18153
0.30929,0.45436,0.69908,0.14715,0.049493,0.91376,0.32272,0.58874,0.19623,0.51488,0.55856,0.29727,0.0062269,0.75521,0.5918,0.94498,0.96722,0.12915,0.40323,0.29348,0.90203,0.93499,0.18174,0.34504,0.97514,0.82347,0.27971,0.46372,0.25598,0.26404,0.29564,0.13541,0.1392,0.6232,0.76751,0.40382,0.88928,0.32273,0.39923,0.32714,0.0064683,0.56088,0.52695,0.22503,0.98794,0.59515,0.045295,0.87035,0.72919,0.77744,0.64949,0.50296,0.10147,0.60506,0.60812,0.56657,0.18033,0.65263,0.97624,0.33581
0.8385,0.44183,0.39718,0.86993,0.56671,0.22858,0.734,0.54212,0.77619,0.22158,0.2007,0.17785,0.2919,0.31322,0.11451,0.0058708,0.066725,0.003776,0.68876,0.46554,0.82146,0.51769,0.77925,0.084758,0.45956,0.84999,0.22645,0.27117,0.28755,0.99417,0.61255,0.97862,0.57699,0.80835,0.38386,0.3261,0.31828,0.50981,0.89943,0.98433,0.025276,0.40847,0.87852,0.569,0.66307,0.87553,0.48538,0.75696,0.89048,0.14983,0.4012,0.2562,0.45265,0.69763,0.4109,0.8641,0.32232,0.85264,0.22159,0.22836
0.56807,0.35325,0.41363,0.76944,0.12192,0.86204,0.4109,0.65352,0.6133,0.72501,0.087422,0.6908,0.69188,0.46325,0.31917,0.8166,0.31673,0.32582,0.32589,0.045527,0.83266,0.45926,0.80951,0.2558,0.74177,0.96423,0.14481,0.069388,0.22394,0.38545,0.89064,0.21433,0.68441,0.31786,0.89141,0.39518,0.45165,0.74558,0.17143,0.51227,0.83448,0.13943,0.53644,0.78019,0.4614,0.19898,0.84393,0.99799,0.3328,0.11368,0.49379,0.35871,0.95279,0.91763,0.377,0.84594,0.19145,0.81447,0.06489,0.29799
0.37041,0.15361,0.65521,0.44416,0.52211,0.65662,0.39979,0.31343,0.16228,0.068247,0.93323,0.26394,0.49285,0.33943,0.62185,0.69089,0.12672,0.36076,0.92328,0.085723,0.63992,0.77674,0.72331,0.52557,0.66897,0.81269,0.092795,0.18738,0.59122,0.78625,0.71445,0.13579,0.3162,0.34858,0.40779,0.28037,0.45211,0.7261,0.024718,0.81738,0.15186,0.42117,0.4745,0.92189,0.28841,0.35544,0.26654,0.28185,0.73813,0.22175,0.9385,0.98966,0.040484,0.30819,0.79532,0.38124,0.68787,0.30408,0.56563,0.28702
0.70274,0.67564,0.83759,0.62062,0.11706,0.89118,0.50552,0.23116,0.031054,0.96412,0.25938,0.45774,0.083478,0.0096218,0.89455,0.98098,0.1158,0.99403,0.75713,0.51314,0.1562,0.7338,0.045309,0.14053,0.029612,0.26439,0.70272,0.34904,0.56433,0.86961,0.2015,0.052663,0.51183,0.25357,0.37683,0.64223,0.58876,0.71298,0.59218,0.39453,0.89887,0.40886,0.0033925,0.71038,0.3412,0.46515,0.21776,0.68762,0.79059,0.71381,0.52662,0.43347,0.47086,0.71115,0.40357,0.81521,0.43824,0.44452,0.30918,0.37642
0.54657,0.69921,0.37161,0.95169,0.76992,0.48814,0.16931,0.41606,0.28863,0.20766,0.20417,0.84369,0.19579,0.3338,0.96359,0.06974,0.16436,0.93996,0.40111,0.71543,0.78317,0.60238,0.6133,0.12047,0.35036,0.20635,0.68121,0.9143,0.86595,0.085196,0.10817,0.26464,0.4461,0.9215,0.08845,0.29107,0.71331,0.41917,0.57022,0.48187,0.82052,0.42344,0.69631,0.14443,0.92116,0.3119,0.25401,0.37341,0.38748,0.34226,0.45056,0.98325,0.88884,0.068797,0.75919,0.34716,0.29685,0.79242,0.08185,0.45518
0.44488,0.72751,0.42525,0.64001,0.37506,0.99265,0.52475,0.2988,0.97106,0.16112,0.049208,0.8815,0.97759,0.24682,0.020063,0.044955,0.093948,0.43414,0.19611,0.035436,0.73141,0.056929,0.33521,0.50274,0.082066,0.93222,0.45764,0.013763,0.21965,0.48371,0.73803,0.75732,0.52018,0.70349,0.98258,0.96594,0.71349,0.5796,0.58246,0.72287,0.55134,0.62669,0.61004,0.97934,0.65129,0.085583,0.15925,0.1263,0.70478,0.23384,0.8041,0.6265,0.21738,0.86933,0.089074,0.72374,0.075326,0.5567,0.039089,0.3805
0.69457,0.47838,0.59466,0.24733,0.82339,0.37333,0.6412,0.67244,0.9505,0.63822,0.60616,0.70002,0.3662,0.99406,0.11065,0.73995,0.53213,0.93551,0.40028,0.97958,0.56473,0.072003,0.58386,0.28591,0.060837,0.39334,0.53235,0.98753,0.30124,0.84455,0.76202,0.43569,0.36603,0.70623,0.9217,0.40558,0.25503,0.25517,0.34134,0.57923,0.98722,0.21539,0.25606,0.81757,0.12434,0.32701,0.33075,0.57764,0.84612,0.6545,0.53977,0.60595,0.65919,0.71478,0.8882,0.2377,0.96025,0.89885,0.061467,0.25357
0.62131,0.55484,0.56574,0.3527,0.046636,0.53138,0.016197,0.93826,0.22805,0.00022817,0.54635,0.75569,0.13943,0.90557,0.40302,0.81912,0.7624,0.49683,0.15448,0.49745,0.72335,0.63568,0.91318,0.11197,0.76009,0.062372,0.29835,0.17402,0.58706,0.46584,0.27898,0.50666,0.65231,0.15062,0.4619,0.20978,0.11495,0.61044,0.55956,0.22247,0.56296,0.030981,0.41089,0.28413,0.52232,0.1833,0.80465,0.41285,0.58631,0.26143,0.68953,0.16095,0.52058,0.88288,0.917,0.03041,0.67614,0.88476,0.2874,0.19705
0.79482,0.12105,0.71654,0.18786,0.59791,0.18132,0.83685,0.34315,0.95853,0.33563,0.095837,0.97451,0.014756,0.34977,0.097195,0.26084,0.4175,0.97107,0.064571,0.70074,0.23974,0.87633,0.50127,0.50005,0.62783,0.043803,0.403,0.40296,0.90205,0.59924,0.84522,0.49472,0.87156,0.70373,0.56147,0.02401,0.10859,0.62304,0.39767,0.22592,0.99542,0.10412,0.92212,0.73801,0.91969,0.75038,0.56936,0.058892,0.046886,0.44962,0.98854,0.46804,0.48485,0.50917,0.62486,0.53822,0.47338,0.75367,0.18508,0.97697
0.95684,0.45075,0.51131,0.49064,0.94915,0.50194,0.80346,0.56296,0.67986,0.2751,0.637,0.40215,0.64064,0.27812,0.29305,0.70401,0.83553,0.95767,0.12035,0.80313,0.48986,0.42748,0.41751,0.3779,0.53047,0.0061398,0.15247,0.39926,0.52375,0.20815,0.62439,0.094209,0.86797,0.073794,0.49339,0.76461,0.11592,0.90273,0.94569,0.35538,0.94765,0.061179,0.75402,0.24966,0.84087,0.74977,0.69059,0.78584,0.84389,0.65071,0.75743,0.83725,0.77206,0.70043,0.47898,0.8638,0.70602,0.078138,0.086957,0.89901
0.52259,0.71588,0.7764,0.40927,0.2888,0.42219,0.69778,0.11889,0.054969,0.044528,0.44295,0.13128,0.73772,0.092924,0.67871,0.29648,0.80473,0.72073,0.029342,0.51667,0.4236,0.7084,0.79946,0.27056,0.98926,0.81711,0.7902,0.78566,0.66875,0.51706,0.62167,0.97121,0.5298,0.052523,0.99398,0.44123,0.35124,0.60668,0.8765,0.64207,0.1722,0.71151,0.10213,0.65382,0.18137,0.20331,0.74367,0.13198,0.58682,0.1822,0.48551,0.064325,0.48266,0.74371,0.89577,0.76016,0.95756,0.047749,0.32913,0.43102
0.88014,0.89284,0.48935,0.46353,0.88883,0.66043,0.46189,0.16902,0.59984,0.093896,0.066382,0.72473,0.026757,0.24053,0.97979,0.082291,0.0091712,0.64796,0.86519,0.5027,0.79568,0.07019,0.89061,0.95669,0.30296,0.91518,0.19856,0.50588,0.67688,0.15801,0.95489,0.4249,0.95931,0.52363,0.025676,0.094862,0.72716,0.9953,0.98845,0.64302,0.3731,0.53342,0.074232,0.6498,0.085546,0.77114,0.21378,0.07097,0.51203,0.46683,0.32178,0.28738,0.78906,0.30293,0.38751,0.41366,0.17921,0.27309,0.049806,0.65318
0.17296,0.2731,0.1859,0.61094,0.10159,0.67365,0.082613,0.2789,0.39315,0.41,0.37429,0.89952,0.10215,0.90165,0.39943,0.87538,0.64471,0.8626,0.4142,0.75474,0.76341,0.019065,0.51335,0.45807,0.1807,0.74164,0.49447,0.56238,0.95292,0.74438,0.29541,0.27019,0.59102,0.64955,0.25952,0.0033753,0.38185,0.91852,0.39137,0.052142,0.34967,0.67679,0.63057,0.88323,0.50586,0.37149,0.816,0.46163,0.47841,0.53282,0.83339,0.62766,0.35921,0.51484,0.27164,0.81148,0.44578,0.38285,0.32199,0.12298
0.97975,0.25477,0.70064,0.071168,0.065315,0.95733,0.82072,0.55681,0.21537,0.81689,0.2491,0.1707,0.89333,0.32425,0.82088,0.077452,0.11235,0.030909,0.79193,0.23811,0.23889,0.50831,0.38973,0.24502,0.56925,0.20383,0.30326,0.70124,0.62394,0.48908,0.63182,0.93525,0.023313,0.23338,0.32716,0.21351,0.70475,0.0038839,0.92012,0.99252,0.81949,0.55374,0.15791,0.51088,0.71246,0.81914,0.31929,0.44901,0.74645,0.61628,0.084857,0.19719,0.22123,0.45633,0.48298,0.094194,0.53883,0.06413,0.044921,0.20239
0.27145,0.8656,0.98271,0.31428,0.2343,0.19187,0.19302,0.48559,0.1824,0.87052,0.92488,0.043029,0.76388,0.5727,0.13162,0.74098,0.2157,0.36588,0.8164,0.94308,0.63511,0.86941,0.93064,0.83046,0.46657,0.23422,0.14794,0.28537,0.4579,0.64964,0.53129,0.22075,0.18223,0.14014,0.12288,0.78775,0.35851,0.93266,0.45751,0.38785,0.76602,0.41579,0.88185,0.99719,0.58992,0.37399,0.46713,0.92225,0.16502,0.40918,0.84431,0.87404,0.80599,0.32943,0.33381,0.57227,0.33449,0.79176,0.5795,0.70439
0.25233,0.23235,0.80664,0.60838,0.9331,0.11122,0.44535,0.95222,0.076754,0.022555,0.6295,0.47916,0.58266,0.18507,0.84489,0.12507,0.90929,0.093821,0.39532,0.088625,0.23155,0.79855,0.28273,0.30317,0.39223,0.89849,0.96401,0.98664,0.64776,0.041755,0.87117,0.18962,0.46747,0.23759,0.74593,0.81924,0.014653,0.24042,0.66164,0.29905,0.63923,0.644,0.43149,0.091347,0.31663,0.45285,0.34096,0.69695,0.068256,0.41102,0.75688,0.14729,0.92717,0.52286,0.022288,0.74692,0.045644,0.79923,0.047068,0.75942
0.87574,0.80487,0.70357,0.17502,0.063128,0.56505,0.012958,0.23192,0.0074237,0.72718,0.87831,0.093936,0.68543,0.73791,0.23273,0.44371,0.14468,0.33465,0.82595,0.54301,0.61594,0.79923,0.76994,0.033219,0.027407,0.78775,0.7369,0.22432,0.97887,0.33482,0.58446,0.2806,0.61342,0.87417,0.62936,0.14836,0.1651,0.98414,0.52145,0.24755,0.71707,0.53817,0.89925,0.43288,0.76474,0.37841,0.69653,0.78679,0.29547,0.67856,0.30217,0.85953,0.78097,0.15424,0.47241,0.39497,0.40607,0.27553,0.096738,0.98064
